1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.38,45.83,-27.447,8.9562,27.59,-1.0906,-9.7877,7.1155,-31.312,-20.899,4.8703,6.4147,1.8696,-1.7037,0.54057,-3.7068,12.399,23.956,-11.262,-8.3516,-1.9802,-5.9633,-0.92942,1.0022,1.6169,-0.58523,-2.6137,-4.3341,-0.18573,4.6688,-0.79755,0.14011,16.604,0.15707,-6.6469,-0.59517,3.4886,-2.7258,1.5492,3.3593,15.183,9.8921,-12.191,-5.8424,2.373,-4.3917,-1.4834,-0.55524,5.4628,7.4128,-3.369,-1.9842,-2.6608,-1.8411,1.181,-0.092983,0.8647,2.7308,8.5527,0.21404,-1.4581,2.3148,-2.4414,1.7115,1
191.2,46.043,-26.877,-13.919,-4.6325,2.0303,1.8557,7.6302,-7.2353,10.314,3.8153,1.212,1.3523,-4.0012,-0.62543,-1.109,27.29,22.429,-6.7863,6.1679,20.497,-6.0441,-4.4396,-0.50897,20.207,1.3768,-8.0907,1.9538,-2.59,0.37269,1.7654,0.59517,13.443,8.5603,-1.6109,0.25999,0.56295,-2.7188,-2.9914,2.2334,-8.0059,-6.595,-0.2042,-1.8548,1.4065,-0.91521,4.708,1.4779,-9.6476,-12.444,-7.5284,5.6016,0.80686,-0.14803,2.1859,0.9826,5.035,-0.14937,4.3725,-2.1716,-3.9285,-0.95237,-1.2411,0.77935,1
191.68,37.948,-27.89,10.692,24.07,4.0619,1.9429,5.6946,-6.9424,-5.9544,3.0757,-7.2762,5.833,9.1435,-3.1543,1.0478,16.085,20.283,-9.4828,-2.6049,-7.6605,-12.174,2.5591,-0.95297,-6.2629,-0.51432,1.6834,4.6115,-1.9831,-3.8243,0.34788,-1.0572,19.172,13.678,-1.5998,-3.4162,-0.40666,-3.1744,0.34522,1.7867,6.1458,12.811,-2.6963,-8.6746,-3.241,-1.9244,-3.4173,2.8233,6.8418,4.9316,-3.4187,0.70868,1.9094,0.091213,-1.8047,-0.14492,-3.82,-2.8956,1.9149,4.1812,1.2356,-4.3788,1.7798,1.5502,1
176.15,42.52,-24.119,24.83,18.649,-12.81,-1.2806,0.57725,-20.761,-9.5066,4.9583,5.2578,-0.79798,2.2485,-0.77643,-2.2016,18.285,20.696,-17.799,-4.689,-6.8192,-3.9603,7.3596,0.091921,6.127,0.39224,-1.1117,-2.7524,-1.37,3.4069,1.2169,0.085553,22.059,6.9126,-4.8899,2.9929,3.6949,-0.50979,3.4635,0.48996,13.407,1.9755,-14.853,-2.4633,-0.22466,-3.5848,2.0125,0.58757,17.579,10.802,-7.7134,-3.1214,-2.8026,-1.0626,2.644,-2.0543,-1.4718,4.4979,9.6246,1.5311,0.098184,-2.3801,0.14069,1.1091,1
160.64,49.535,-34.328,-5.0597,3.1087,-5.1554,-0.68833,9.4478,-30.641,-14.452,2.1636,-1.2389,-3.8176,0.40922,-1.8206,-1.0118,23.153,22.13,-12.015,5.0741,17.642,-10.403,-0.13335,-1.8599,12.109,0.96378,-5.5865,0.2128,1.9839,0.5188,0.57823,-0.060503,21.728,10.247,-2.7965,3.4233,-4.8747,-5.3996,-2.1473,4.9654,10.527,12.552,5.7564,1.5448,0.49198,-5.8839,-4.4522,3.1117,5.4523,1.6065,-3.2806,2.0207,1.2832,0.62126,5.0232,-2.7757,5.291,-0.51088,-8.5071,1.7484,5.5805,4.9066,-0.05857,-0.74104,1
182.57,12.554,-39.683,-4.3764,-13.043,4.7251,9.7866,7.3616,0.80162,-13.291,4.6307,-2.8371,-2.0122,9.9751,0.097537,2.8237,43.476,-4.7719,-3.8933,19.319,-0.60355,4.5059,-5.2334,-2.9911,17.781,-8.7085,-4.025,-5.005,-1.727,-3.5679,-6.6377,2.0619,26.464,6.0694,4.3813,-0.73781,-2.3484,-3.2452,-1.6084,-0.90722,1.4734,16.051,8.3947,-5.2233,-5.524,-4.7186,1.3517,0.14787,9.0677,4.8911,3.75,1.8418,7.0746,-2.7842,-3.0675,1.1097,-12.389,-5.9785,-3.6431,2.5505,9.7298,-3.456,-1.7715,0.55232,2
185.44,10.126,-29.986,18.088,8.222,25.836,9.1769,3.5729,11.038,-1.5695,4.0291,3.3915,1.2326,3.7825,-4.9394,1.2488,40.065,-10.38,-7.1227,6.6052,-16.727,-9.0741,-9.2853,-1.1003,17.291,-2.9573,-3.3502,-6.3478,-2.6177,-1.3184,1.1196,4.209,22.595,12.764,5.2847,-7.26,-5.8636,-1.8088,-3.5347,-2.2195,-1.0463,7.7946,4.05,-5.2787,0.43695,-1.8041,0.27544,1.0035,4.0979,-2.3006,6.2919,11.217,7.0977,-5.7159,4.7363,3.1097,-5.2607,3.7469,1.798,-4.1242,1.8795,2.4255,-1.1251,0.66384,2
168.29,12.229,-10.096,27.017,12.391,16.552,-8.6314,-2.5229,24.349,1.0502,2.2477,-1.1439,1.3057,0.75705,-2.6766,2.1234,52.192,-14.082,-8.8441,-0.23107,-20.202,-2.5883,-1.7657,7.7921,15.047,1.0215,-2.5609,-3.0974,1.8975,-1.2655,2.7758,0.022219,27.229,14.188,1.1081,-6.1317,-6.8841,2.5401,1.8625,-0.014541,-11.272,7.657,-0.81784,-4.7004,2.1617,-2.4212,-0.17391,-2.3386,4.5018,9.6714,5.1015,11.925,3.639,-5.2231,3.7044,0.11981,-15.843,-3.2905,-0.96145,-2.6045,0.6655,0.69795,-2.2766,-0.5815,2
170,3.7714,-15.48,21.675,13.228,24.374,1.3008,1.3718,5.3445,-0.92827,3.9522,-3.6898,6.2615,2.0556,0.48965,1.8794,48.701,-17.4,-4.6,0.15735,-19.111,-6.1844,-8.203,3.9492,9.5911,-7.6724,-3.0689,-0.81616,-0.16099,-1.7482,1.2109,-0.17557,36.977,8.3994,0.71348,-5.5584,-5.4672,-2.7196,-1.3343,0.14994,-2.26,5.3662,-1.2601,-8.7075,-2.2329,-0.65723,-2.796,-2.5275,13.553,10.451,3.4756,8.5021,4.3421,-5.0229,5.0956,1.0577,-8.5775,-4.8606,3.9289,7.274,-0.64958,-3.6122,4.5031,-1.2417,2
174.76,5.662,-13.976,24.736,15.336,24.587,-0.68666,-1.0711,18.144,-1.4365,4.0809,-0.71758,3.5722,0.51175,-2.7435,2.6312,44.874,-17.053,-5.4709,-0.03524,-19.731,-6.4445,-6.7789,4.4598,13.673,-2.9566,-2.5326,-4.9244,0.5154,-1.5043,3.5672,0.72692,28.042,10.229,0.73175,-8.189,-5.8355,-1.8026,-1.2271,-0.84595,-2.0434,7.9764,0.044422,-7.3323,1.5054,-2.1768,0.57421,-1.588,8.0934,5.1666,7.0407,13.587,1.6052,-4.903,7.472,0.75865,-7.8043,1.3265,2.4271,-1.8382,2.7492,-1.0424,0.73213,-1.3259,2
