1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.77,36.94,-25.608,-7.8925,0.9878,4.2466,7.3834,-3.0604,-35.911,-19.59,6.2448,-3.1509,-2.5951,4.1699,-1.3391,-0.22197,10.7,24.307,-15.723,17.066,9.5558,-13.912,-2.2107,3.3471,0.27046,-0.5494,0.59707,1.5515,1.3819,0.78056,-2.5864,0.75862,19.375,-0.78057,-0.91332,2.6332,-2.7909,-8.1191,5.1263,1.0317,9.6777,12.512,1.6309,2.7251,0.78238,-9.0434,1.5608,1.8041,-5.3753,-3.0414,2.4894,5.2358,-1.7923,1.0644,-0.39803,1.1306,4.7118,-6.8042,-5.2257,6.7,3.4716,-3.3441,-3.3947,4.9124,1
165.14,43.941,-31.291,-0.19986,20.406,7.3458,3.1187,4.5191,-24.036,-9.6853,2.3233,-0.48502,0.24947,2.3565,-0.94038,-0.42925,27.028,28.718,-13.042,5.9237,1.8155,-19.193,-2.6624,2.549,10.77,0.58593,-2.2248,0.93563,-0.28713,0.54742,-1.6204,0.90216,24.957,10.669,-6.1859,-2.9659,0.93607,-4.2503,0.63909,1.4454,9.8171,12.941,-1.0389,-2.9979,2.0962,-4.3369,-1.2285,0.55475,0.046081,-1.7754,2.076,8.0596,-2.7686,1.3967,3.3958,-0.40389,4.7871,-1.0165,-3.0926,5.2682,1.622,-0.33793,-1.1394,1.7773,1
178.36,34.865,-39.819,6.059,13.595,2.9495,7.2252,-1.8935,-35.527,-18.384,4.6427,-4.8653,1.6488,8.6491,-0.63088,-0.6834,9.9198,19.608,-6.9293,11.032,-2.2405,-12.698,2.0614,0.50176,0.33134,-5.1504,-2.6995,6.262,0.59801,-3.6541,-1.6216,1.8808,14.831,-1.3071,-5.8563,1.2172,-2.7234,-0.89977,3.0936,-1.7024,11.29,12.13,-1.6176,-7.8731,-3.0825,-3.4909,0.56727,-0.26688,10.007,8.7328,-0.38872,-3.1889,-5.3054,2.5115,1.2545,-2.286,2.2843,-1.5086,0.18112,6.7387,0.54002,-3.928,0.78247,1.04,1
187.58,43.01,-38.008,-10.545,3.194,1.3776,3.1772,6.337,-21.464,-8.2199,3.6213,-5.1967,-3.3218,2.6742,-0.47132,-0.53068,16.609,25.391,-6.2067,10.359,13.261,-11.115,-3.0512,1.0474,11.15,0.6707,-5.1029,3.4186,2.9972,0.026645,-2.4161,1.5364,21.265,9.7143,-0.76836,0.74507,-2.3232,-4.3757,0.34745,0.5186,8.9681,14.452,4.7471,-2.432,0.16314,-3.7726,-0.013169,-0.4807,0.84474,-0.92838,-2.7768,5.6908,0.52696,0.79057,1.928,0.095223,-3.2399,-4.8754,-6.1262,5.6701,5.2488,0.98953,-3.8747,3.5764,1
183.7,40.345,-42.103,-7.4014,4.0068,-1.5964,5.5029,4.8295,-30.706,-16.322,2.0044,-5.2773,-4.8969,2.9266,0.82713,-1.6101,6.7406,21.932,-4.7771,8.1942,11.613,-10.318,-4.5614,2.2446,4.6538,-3.0686,-4.7663,2.9982,4.0775,0.089743,-4.3753,2.8303,16.592,3.9687,-2.4697,-0.54348,-2.8476,-3.0501,0.62561,0.11799,10.16,16.665,6.171,-5.4367,-2.6156,-4.0687,-0.82772,-1.6271,6.2923,6.6743,1.5557,1.3726,-3.2611,-1.0576,1.7617,-0.51215,-1.5147,-2.9054,-3.4438,5.4086,5.8119,-0.76437,-4.6537,4.7476,1
172.05,16.916,-24.953,23.178,18.583,18.321,5.4632,-3.1507,-1.5771,-4.1707,2.7809,6.0481,-4.0849,0.21841,-4.673,-1.8083,50.73,-6.9446,-9.7731,3.9955,-13.806,-6.1742,1.6142,1.1022,15.199,-0.67231,-5.165,-0.13008,-1.6417,6.188,0.046094,0.082498,27.338,14.226,-5.2833,-4.9145,-3.3794,-0.79973,-1.9612,1.4312,-2.4578,4.3736,5.7134,-3.5471,-1.6947,-0.67594,-2.6989,2.9237,3.502,5.6536,8.3708,8.9274,1.8761,-1.2046,0.092792,0.43474,2.4451,-0.44954,2.9083,-9.1835,1.622,0.0069523,-1.2228,1.8832,2
176.37,21.667,-19.451,32.47,15.515,4.9266,-7.5533,-10.261,-3.1528,-1.5332,-0.10663,1.7283,-5.1437,1.2454,-0.43863,0.90005,50.659,-5.6068,-12.978,1.2433,-11.529,3.9541,10.055,1.954,15.876,-0.52057,-1.3609,1.0071,0.89583,2.9608,-2.4258,-0.75801,26.967,12.404,-8.1786,-3.5599,-3.7241,-0.067833,-1.0841,3.4636,-2.8572,2.3075,6.7342,-4.4025,-0.03336,-2.3845,-0.7445,1.559,3.4561,10.022,11.724,6.144,-4.1285,-0.36285,-3.1026,0.22458,0.46353,-2.0766,-0.94989,-7.6641,3.3171,-1.3434,0.037579,0.70597,2
177.23,17.991,-12.091,26.698,12.925,16.248,-2.8093,-5.3496,-10.452,-8.0982,9.2588,3.4797,-1.2788,-1.7001,-6.3583,2.1644,57.101,-9.9494,-2.8089,7.0075,-17.438,-6.7649,-5.9197,5.1988,12.319,-7.2144,-4.0953,-3.1242,2.0525,1.9602,3.1619,2.0803,31.388,11.612,-2.5403,-5.1631,-6.4542,3.2793,1.7928,0.98058,2.5573,6.59,0.7529,-5.5794,-0.50533,-3.4345,1.6704,-1.1846,5.7582,6.2369,-2.6679,4.0922,4.233,-5.2108,2.0024,-0.42069,3.4596,0.72243,3.1334,0.641,7.3817,-1.113,0.85523,-0.89369,2
187.08,11,-17.419,28.399,20.32,21.93,-2.5547,-4.2083,-27.868,-2.5466,4.0306,4.5018,2.8237,0.76193,-3.1106,-1.1619,37.721,-13.171,-2.0257,4.5735,-16.288,-5.2804,-3.3206,1.16,5.9572,-11.165,-4.3029,3.786,0.70953,3.4622,0.42043,-2.2942,27.374,5.653,-3.4334,-4.4723,-5.3361,1.8907,-1.9308,0.25892,3.8277,1.6827,-2.6625,-3.2842,-2.147,-0.56343,-0.63115,0.69149,4.9772,0.88561,5.1278,10.908,0.19268,-1.2637,0.45559,-0.81881,3.7944,-3.0595,-0.56833,10.461,2.0332,-1.0208,1.9093,-2.4514,2
177.3,16.428,-7.65,36.424,11.152,1.4541,-11.938,-7.1311,-8.785,-4.3107,4.8655,1.8796,-4.1027,-1.6498,-3.2311,1.3292,45.36,-8.9228,-11.329,1.0913,-12.156,5.761,5.6541,1.2003,14.342,-6.9559,-1.5497,1.8562,3.7599,4.0632,-1.0842,-0.5476,31.127,9.2351,-9.0382,-2.1901,-0.76838,-0.16445,-0.79861,1.5908,1.3325,2.532,0.015574,-6.9107,0.39021,-1.1435,-0.31651,0.60114,8.1296,9.7829,9.9553,4.3657,-4.7632,1.0055,0.76181,-1.82,2.32,-0.17259,1.9708,-3.1432,3.7139,-1.8905,0.17183,-0.12446,2
